Block	geneID1	chr1	start_pos1	end_pos1	geneID2	chr2	start_pos2	end_pos2	ka_NG86	ks_NG86	ka_YN00	ks_YN00	value_x	value_y	slope	outlier
3	Zo_SA_chr01A_1269	chr01A	48762067	48768233	Zo_SB_chr01B_1300	chr01B	43434259	43440423	0.0119	0.0406	0.012	0.0388	48765150	43437341	0.890746	0.890746
3	Zo_SA_chr01A_1268	chr01A	48687717	48689542	Zo_SB_chr01B_1301	chr01B	43474398	43475957	0.009	0.0084	0.0089	0.0086	48688600	43475200	0.892923	0.892923
4	Zo_SA_chr01A_4238	chr01A	193653031	193675313	Zo_SB_chr01B_4217	chr01B	169587659	169589962	0.0493	0.0963	0.0511	0.0862	193664172	169589000	0.875685	0.875685
4	Zo_SA_chr01A_4204	chr01A	193000784	193009964	Zo_SB_chr01B_4222	chr01B	169660170	169674157	0.0807	0.0768	0.0843	0.0669	193005374	169667000	0.87908	0.87908
4	Zo_SA_chr01A_4203	chr01A	192972263	192978318	Zo_SB_chr01B_4224	chr01B	169707013	169714941	0	0.0352	0	0.0291	192975000	169710977	0.879444	0.879444
4	Zo_SA_chr01A_4202	chr01A	192948735	192959644	Zo_SB_chr01B_4225	chr01B	169745626	169757784	0.0067	0.0151	0.0067	0.015	192954000	169751705	0.879751	0.879751
4	Zo_SA_chr01A_4201	chr01A	192906368	192923313	Zo_SB_chr01B_4226	chr01B	169795468	169795989	0.0242	0.0301	0.0216	0.0462	192915000	169796000	0.880159	0.880159
5	Zo_SA_chr01A_3880	chr01A	186156645	186165691	Zo_SB_chr01B_3865	chr01B	163119176	163128485	0	0.0145	0	0.013	186161168	163124000	0.876251	0.876251
5	Zo_SA_chr01A_3881	chr01A	186162666	186171387	Zo_SB_chr01B_3866	chr01B	163125462	163134221	8e-04	0.0096	8e-04	0.0079	186167000	163130000	0.876255	0.876255
5	Zo_SA_chr01A_3904	chr01A	186668236	186669637	Zo_SB_chr01B_3890	chr01B	163556387	163557849	0.0067	0.0258	0.0065	0.0282	186669000	163557118	0.876188	0.876188
5	Zo_SA_chr01A_3916	chr01A	186939244	186941714	Zo_SB_chr01B_3902	chr01B	163838002	163842376	0.069	0.1765	0.0662	0.2147	186940479	163840189	0.87643	0.87643
5	Zo_SA_chr01A_3929	chr01A	187250679	187289666	Zo_SB_chr01B_3915	chr01B	164244063	164249847	0.0563	0.072	0.0571	0.0691	187270000	164246955	0.877059	0.877059
6	Zo_SA_chr02A_2	chr02A	9173	13077	Zo_SB_chr02B_2	chr02B	13308	16016	0.1005	0.252	0.1056	0.2276	11125	14662	1.31793	NA
6	Zo_SA_chr02A_5	chr02A	210384	219123	Zo_SB_chr02B_6	chr02B	161513	173681	0.1783	0.29	0.177	0.3109	214754	167597	0.780416	NA
6	Zo_SA_chr02A_6	chr02A	217941	218465	Zo_SB_chr02B_7	chr02B	172524	176381	0.1559	0.3133	0.16	0.2987	218203	174452	0.799496	NA
6	Zo_SA_chr02A_9	chr02A	383302	388851	Zo_SB_chr02B_14	chr02B	361653	364346	0.2529	0.5308	0.2516	0.6219	386076	363000	0.940227	NA
6	Zo_SA_chr02A_17	chr02A	558184	562898	Zo_SB_chr02B_16	chr02B	525594	527820	0.2583	0.3365	0.2607	0.33	560541	526707	0.93964	NA
6	Zo_SA_chr02A_18	chr02A	590455	599143	Zo_SB_chr02B_18	chr02B	598149	599225	0.0165	0.0673	0.0169	0.0632	594799	598687	1.00654	NA
6	Zo_SA_chr02A_19	chr02A	689358	697983	Zo_SB_chr02B_21	chr02B	793615	801825	0.077	0.0688	0.0792	0.0633	693670	797720	1.15	NA
6	Zo_SA_chr02A_20	chr02A	720465	732994	Zo_SB_chr02B_22	chr02B	810934	824028	0.0029	0.0101	0.0031	0.0085	726730	817481	1.12488	NA
6	Zo_SA_chr02A_21	chr02A	757503	765622	Zo_SB_chr02B_23	chr02B	835717	849347	0.0495	0.0997	0.0477	0.1161	761562	842532	1.10632	NA
6	Zo_SA_chr02A_22	chr02A	766060	766377	Zo_SB_chr02B_24	chr02B	850018	850335	0.0216	0.1216	0.0197	0.1768	766218	850176	1.10957	NA
6	Zo_SA_chr02A_23	chr02A	769883	784895	Zo_SB_chr02B_25	chr02B	854803	871080	0.01	0.0368	0.0108	0.0299	777389	862942	1.11005	NA
6	Zo_SA_chr02A_24	chr02A	802170	802838	Zo_SB_chr02B_26	chr02B	877847	878500	0.0149	0.0478	0.0143	0.0541	802504	878174	1.09429	NA
6	Zo_SA_chr02A_25	chr02A	805974	810651	Zo_SB_chr02B_27	chr02B	887381	891766	0.0035	0.0334	0.0037	0.0279	808312	889574	1.10053	NA
6	Zo_SA_chr02A_26	chr02A	839131	849790	Zo_SB_chr02B_28	chr02B	926210	936874	5e-04	0.0179	6e-04	0.0137	844460	931542	1.10312	NA
6	Zo_SA_chr02A_27	chr02A	851339	864135	Zo_SB_chr02B_29	chr02B	938769	951374	0.0012	0.0171	0.0013	0.016	857737	945072	1.10182	NA
6	Zo_SA_chr02A_28	chr02A	864420	867514	Zo_SB_chr02B_30	chr02B	952311	955405	0.0156	0.038	0.0149	0.0449	865967	953858	1.10149	NA
6	Zo_SA_chr02A_29	chr02A	889124	900023	Zo_SB_chr02B_31	chr02B	973401	976437	0.0422	0.0763	0.0434	0.0701	894574	974919	1.08981	NA
6	Zo_SA_chr02A_30	chr02A	900455	908015	Zo_SB_chr02B_32	chr02B	978167	985827	0.0077	0.0639	0.0079	0.0608	904235	981997	1.086	NA
6	Zo_SA_chr02A_31	chr02A	911903	914194	Zo_SB_chr02B_33	chr02B	989376	991673	0.0093	0.0348	0.01	0.029	913048	990524	1.08485	NA
6	Zo_SA_chr02A_32	chr02A	973744	974543	Zo_SB_chr02B_36	chr02B	1049771	1052054	0.041	0.0489	0.0395	0.0569	974144	1050910	1.07881	NA
6	Zo_SA_chr02A_33	chr02A	998418	1004504	Zo_SB_chr02B_37	chr02B	1069531	1075626	0.0035	0.0097	0.0037	0.0081	1001461	1072580	1.07101	NA
6	Zo_SA_chr02A_34	chr02A	1006628	1010235	Zo_SB_chr02B_38	chr02B	1078177	1081788	0.0041	0.0343	0.004	0.0377	1008430	1079980	1.07095	NA
6	Zo_SA_chr02A_35	chr02A	1012457	1013566	Zo_SB_chr02B_39	chr02B	1082985	1085342	0.0852	0.1686	0.0846	0.1812	1013010	1084160	1.07024	NA
6	Zo_SA_chr02A_36	chr02A	1014076	1019130	Zo_SB_chr02B_41	chr02B	1093776	1096768	0.0471	0.1341	0.0467	0.1401	1016603	1095272	1.07738	NA
6	Zo_SA_chr02A_37	chr02A	1030144	1032057	Zo_SB_chr02B_42	chr02B	1106754	1108667	0.009	0.0434	0.0089	0.0446	1031100	1107710	1.0743	NA
6	Zo_SA_chr02A_38	chr02A	1030301	1035905	Zo_SB_chr02B_43	chr02B	1106911	1112532	0	0.0359	0	0.0291	1033103	1109720	1.07416	NA
6	Zo_SA_chr02A_39	chr02A	1036346	1040958	Zo_SB_chr02B_44	chr02B	1114254	1122796	0.0064	0.0442	0.0064	0.0457	1038652	1118525	1.0769	NA
6	Zo_SA_chr02A_41	chr02A	1053481	1054511	Zo_SB_chr02B_45	chr02B	1124055	1125085	0.0261	0.0688	0.0293	0.0505	1053996	1124570	1.06696	NA
6	Zo_SA_chr02A_42	chr02A	1057339	1063214	Zo_SB_chr02B_46	chr02B	1127349	1133236	0.0083	0.044	0.0087	0.0388	1060280	1130290	1.06604	NA
6	Zo_SA_chr02A_43	chr02A	1063286	1067426	Zo_SB_chr02B_47	chr02B	1133308	1137506	0.0503	0.0641	0.053	0.0559	1065356	1135407	1.06575	NA
6	Zo_SA_chr02A_44	chr02A	1070360	1070865	Zo_SB_chr02B_48	chr02B	1140338	1140885	0.0059	0.0519	0.0063	0.0422	1070610	1140610	1.06538	NA
6	Zo_SA_chr02A_45	chr02A	1082264	1083508	Zo_SB_chr02B_49	chr02B	1143319	1144563	0.0086	0.0362	0.0082	0.0431	1082886	1143941	1.05638	NA
6	Zo_SA_chr02A_46	chr02A	1083584	1084390	Zo_SB_chr02B_50	chr02B	1144639	1145452	0.0456	0.0798	0.0482	0.0703	1083987	1145050	1.05633	NA
6	Zo_SA_chr02A_47	chr02A	1104023	1114134	Zo_SB_chr02B_51	chr02B	1151690	1161825	0	0.0266	0	0.0239	1109080	1156760	1.04299	NA
6	Zo_SA_chr02A_48	chr02A	1163217	1167853	Zo_SB_chr02B_52	chr02B	1210545	1215234	0.0045	0.0203	0.0045	0.0204	1165535	1212890	1.04063	NA
6	Zo_SA_chr02A_49	chr02A	1176699	1182715	Zo_SB_chr02B_53	chr02B	1223573	1229774	0.0102	0.013	0.0102	0.0131	1179707	1226670	1.03981	NA
6	Zo_SA_chr02A_50	chr02A	1183533	1184542	Zo_SB_chr02B_54	chr02B	1230609	1231612	0.0049	0.0438	0.0044	0.0611	1184040	1231110	1.03976	NA
6	Zo_SA_chr02A_51	chr02A	1188149	1193354	Zo_SB_chr02B_55	chr02B	1234455	1239139	0.0102	0.0314	0.0105	0.0288	1190750	1236797	1.03867	NA
6	Zo_SA_chr02A_52	chr02A	1192548	1193135	Zo_SB_chr02B_56	chr02B	1238841	1239414	0.0344	0.0543	0.0316	0.0756	1192840	1239130	1.0388	NA
6	Zo_SA_chr02A_56	chr02A	1202766	1213457	Zo_SB_chr02B_57	chr02B	1242718	1253613	0	0.0413	0	0.042	1208110	1248170	1.03315	NA
6	Zo_SA_chr02A_57	chr02A	1242691	1250848	Zo_SB_chr02B_58	chr02B	1274667	1283342	0.0071	0.0423	0.0075	0.0366	1246770	1279000	1.02585	NA
6	Zo_SA_chr02A_58	chr02A	1252581	1253375	Zo_SB_chr02B_59	chr02B	1285080	1285871	0.012	0.0356	0.0116	0.0397	1252978	1285480	1.02594	NA
6	Zo_SA_chr02A_59	chr02A	1253906	1264714	Zo_SB_chr02B_61	chr02B	1293196	1298788	0.0209	0.0531	0.0202	0.0611	1259310	1295992	1.02913	NA
6	Zo_SA_chr02A_60	chr02A	1265093	1274258	Zo_SB_chr02B_62	chr02B	1299172	1308069	0.0051	0.016	0.005	0.0166	1269680	1303620	1.02674	NA
6	Zo_SA_chr02A_62	chr02A	1277776	1284590	Zo_SB_chr02B_63	chr02B	1321739	1322287	0.07	0.1413	0.0635	0.1982	1281183	1322013	1.03187	NA
6	Zo_SA_chr02A_65	chr02A	1513986	1522322	Zo_SB_chr02B_64	chr02B	1472563	1493024	0.0335	0.0755	0.0336	0.075	1518154	1482790	0.976708	NA
6	Zo_SA_chr02A_66	chr02A	1527138	1528784	Zo_SB_chr02B_65	chr02B	1498947	1500593	0.0055	0.0396	0.006	0.0306	1527961	1499770	0.98155	NA
6	Zo_SA_chr02A_68	chr02A	1537711	1544018	Zo_SB_chr02B_66	chr02B	1507844	1511240	0.0251	0.066	0.0257	0.061	1540860	1509542	0.979672	NA
6	Zo_SA_chr02A_69	chr02A	1538100	1550436	Zo_SB_chr02B_67	chr02B	1511634	1520636	0.0401	0.0809	0.0396	0.084	1544268	1516135	0.981782	NA
6	Zo_SA_chr02A_70	chr02A	1552007	1562783	Zo_SB_chr02B_68	chr02B	1522313	1527045	0.0655	0.1298	0.0638	0.1432	1557395	1524679	0.978993	NA
6	Zo_SA_chr02A_71	chr02A	1621988	1622978	Zo_SB_chr02B_69	chr02B	1544026	1545943	0.0044	0.0123	0.0039	0.0185	1622483	1544980	0.952235	NA
6	Zo_SA_chr02A_72	chr02A	1623242	1623823	Zo_SB_chr02B_70	chr02B	1545350	1554249	0.007	0.0423	0.006	0.0844	1623530	1549800	0.954585	NA
6	Zo_SA_chr02A_73	chr02A	1631203	1639238	Zo_SB_chr02B_72	chr02B	1555901	1563214	0.0047	0.028	0.0047	0.0272	1635220	1559560	0.953729	NA
6	Zo_SA_chr02A_75	chr02A	1692811	1699044	Zo_SB_chr02B_73	chr02B	1579340	1585572	0.0016	0	0.0017	0	1695930	1582456	0.933092	NA
6	Zo_SA_chr02A_76	chr02A	1703278	1706344	Zo_SB_chr02B_74	chr02B	1590818	1593469	0.0082	0.0414	0.0086	0.0366	1704811	1592140	0.933912	NA
6	Zo_SA_chr02A_77	chr02A	1707306	1713289	Zo_SB_chr02B_75	chr02B	1594671	1617029	0	0.0223	0	0.023	1710300	1605850	0.93893	NA
6	Zo_SA_chr02A_78	chr02A	1730920	1732129	Zo_SB_chr02B_76	chr02B	1618572	1619821	0.0035	0.0502	0.0032	0.0755	1731520	1619200	0.935128	NA
6	Zo_SA_chr02A_79	chr02A	1732401	1737251	Zo_SB_chr02B_77	chr02B	1620305	1624899	0.072	0.1092	0.0737	0.1029	1734826	1622602	0.935311	NA
6	Zo_SA_chr02A_80	chr02A	1739357	1744578	Zo_SB_chr02B_78	chr02B	1626647	1627043	0.0662	0.1262	0.0726	0.102	1741970	1626845	0.933912	NA
6	Zo_SA_chr02A_81	chr02A	1752461	1789583	Zo_SB_chr02B_80	chr02B	1651083	1669690	0.0121	0.0331	0.0123	0.0317	1771022	1660390	0.93753	NA
6	Zo_SA_chr02A_82	chr02A	1791500	1797800	Zo_SB_chr02B_81	chr02B	1671461	1677385	0.0264	0.0476	0.0257	0.0531	1794650	1674423	0.933008	NA
6	Zo_SA_chr02A_83	chr02A	1801329	1804078	Zo_SB_chr02B_82	chr02B	1681080	1683692	0.005	0.0322	0.0053	0.0274	1802700	1682386	0.933257	NA
6	Zo_SA_chr02A_84	chr02A	1835776	1839662	Zo_SB_chr02B_83	chr02B	1726930	1730666	0.0035	0.0328	0.0036	0.0313	1837719	1728798	0.94073	NA
6	Zo_SA_chr02A_86	chr02A	1846842	1847757	Zo_SB_chr02B_85	chr02B	1742234	1743573	0.0268	0.0547	0.0238	0.0872	1847300	1742900	0.943487	NA
6	Zo_SA_chr02A_87	chr02A	1877673	1886931	Zo_SB_chr02B_86	chr02B	1766403	1775841	0.0184	0.0445	0.0192	0.0391	1882302	1771122	0.940934	NA
6	Zo_SA_chr02A_88	chr02A	1886207	1886953	Zo_SB_chr02B_87	chr02B	1775117	1775863	0.0147	0.021	0.0142	0.0232	1886580	1775490	0.941116	NA
6	Zo_SA_chr02A_89	chr02A	1887328	1890352	Zo_SB_chr02B_88	chr02B	1776983	1780000	0.0101	0.045	0.0102	0.0429	1888840	1778490	0.941579	NA
6	Zo_SA_chr02A_91	chr02A	1899678	1906197	Zo_SB_chr02B_89	chr02B	1790622	1796922	0.0337	0.0628	0.0337	0.0628	1902940	1793772	0.942633	NA
6	Zo_SA_chr02A_92	chr02A	1917597	1918809	Zo_SB_chr02B_90	chr02B	1808349	1812641	0.0031	0.0197	0.0032	0.0169	1918203	1810495	0.94385	NA
6	Zo_SA_chr02A_94	chr02A	2016134	2022112	Zo_SB_chr02B_92	chr02B	1902850	1908639	0.0112	0.0406	0.012	0.0338	2019123	1905740	0.943848	NA
6	Zo_SA_chr02A_95	chr02A	2031534	2034669	Zo_SB_chr02B_93	chr02B	1910814	1913936	0.0012	0.0237	0.0013	0.0201	2033100	1912375	0.94062	NA
6	Zo_SA_chr02A_96	chr02A	2066131	2069676	Zo_SB_chr02B_94	chr02B	1916824	1920364	7e-04	0.0157	8e-04	0.0131	2067900	1918594	0.927797	NA
6	Zo_SA_chr02A_97	chr02A	2069841	2071745	Zo_SB_chr02B_95	chr02B	1920529	1922433	0.0129	0.0245	0.0121	0.0302	2070793	1921481	0.927896	NA
6	Zo_SA_chr02A_98	chr02A	2078209	2092408	Zo_SB_chr02B_96	chr02B	1928715	1943193	0.0117	0.0511	0.0129	0.0388	2085310	1935954	0.928378	NA
6	Zo_SA_chr02A_100	chr02A	2103173	2103652	Zo_SB_chr02B_98	chr02B	1959589	1960068	0	0.0653	0	0.1177	2103410	1959830	0.931738	NA
6	Zo_SA_chr02A_102	chr02A	2109019	2109492	Zo_SB_chr02B_99	chr02B	1967066	1967539	0.0154	0.0516	0.0135	0.1012	2109260	1967300	0.9327	NA
6	Zo_SA_chr02A_104	chr02A	2158825	2160723	Zo_SB_chr02B_101	chr02B	2005093	2007604	0.0028	0.036	0.003	0.0293	2159774	2006350	0.928962	NA
6	Zo_SA_chr02A_105	chr02A	2161000	2164748	Zo_SB_chr02B_102	chr02B	2007733	2011423	0.0113	0.0351	0.0115	0.0335	2162874	2009578	0.929124	NA
6	Zo_SA_chr02A_106	chr02A	2165048	2170337	Zo_SB_chr02B_103	chr02B	2011683	2017027	0.024	0.0278	0.0233	0.031	2167690	2014355	0.929262	NA
6	Zo_SA_chr02A_107	chr02A	2185698	2198958	Zo_SB_chr02B_104	chr02B	2032478	2042151	9e-04	0.0321	0.001	0.0278	2192328	2037310	0.929293	NA
6	Zo_SA_chr02A_108	chr02A	2217822	2233291	Zo_SB_chr02B_105	chr02B	2049830	2063551	0.007	0.0266	0.0072	0.0244	2225560	2056690	0.924124	NA
6	Zo_SA_chr02A_109	chr02A	2233903	2237820	Zo_SB_chr02B_106	chr02B	2064162	2068058	0.0073	0.0216	0.0075	0.0201	2235860	2066110	0.924078	NA
6	Zo_SA_chr02A_110	chr02A	2238942	2242918	Zo_SB_chr02B_107	chr02B	2069173	2073155	0.0239	0.0453	0.0239	0.0453	2240930	2071164	0.924243	NA
6	Zo_SA_chr02A_111	chr02A	2249204	2252406	Zo_SB_chr02B_108	chr02B	2081254	2082447	0.1241	0.2447	0.1186	0.3001	2250805	2081850	0.924936	NA
6	Zo_SA_chr02A_119	chr02A	2418721	2425763	Zo_SB_chr02B_114	chr02B	2234334	2240712	0.0107	0.0346	0.0109	0.0327	2422242	2237523	0.92374	NA
6	Zo_SA_chr02A_121	chr02A	2512832	2514142	Zo_SB_chr02B_117	chr02B	2290669	2306010	0.0665	0.1569	0.0734	0.1248	2513487	2298340	0.914403	0.914403
6	Zo_SA_chr02A_125	chr02A	2567960	2569450	Zo_SB_chr02B_119	chr02B	2331531	2340993	0.0088	0.0298	0.0086	0.0321	2568705	2336262	0.90951	0.90951
6	Zo_SA_chr02A_126	chr02A	2573179	2573838	Zo_SB_chr02B_120	chr02B	2344008	2344667	0	0.0181	0	0.0462	2573510	2344340	0.91095	0.91095
6	Zo_SA_chr02A_127	chr02A	2576830	2581622	Zo_SB_chr02B_121	chr02B	2347463	2352346	0.0823	0.1561	0.0818	0.1612	2579226	2349900	0.911089	0.911089
6	Zo_SA_chr02A_128	chr02A	2582453	2586089	Zo_SB_chr02B_122	chr02B	2353385	2357200	0.0212	0.0404	0.0202	0.0475	2584271	2355290	0.911395	0.911395
6	Zo_SA_chr02A_130	chr02A	2603722	2607387	Zo_SB_chr02B_124	chr02B	2375662	2379339	0.0045	0.0288	0.005	0.0227	2605550	2377500	0.912474	0.912474
6	Zo_SA_chr02A_134	chr02A	2684150	2688317	Zo_SB_chr02B_125	chr02B	2441500	2446227	0.0095	0.0181	0.0098	0.0166	2686230	2443860	0.909773	0.909773
6	Zo_SA_chr02A_135	chr02A	2691103	2693576	Zo_SB_chr02B_126	chr02B	2447236	2449929	0.0626	0.0847	0.067	0.0703	2692340	2448580	0.909463	0.909463
6	Zo_SA_chr02A_136	chr02A	2712004	2714947	Zo_SB_chr02B_127	chr02B	2462247	2465055	0.0058	0.0306	0.0052	0.0472	2713480	2463651	0.907932	0.907932
6	Zo_SA_chr02A_137	chr02A	2715295	2717877	Zo_SB_chr02B_128	chr02B	2465314	2467845	0.0057	0.0126	0.0056	0.0135	2716586	2466580	0.90797	0.90797
6	Zo_SA_chr02A_138	chr02A	2718107	2725519	Zo_SB_chr02B_129	chr02B	2468123	2475567	0.0073	0.0339	0.0079	0.0262	2721813	2471845	0.908161	0.908161
6	Zo_SA_chr02A_139	chr02A	2727156	2735956	Zo_SB_chr02B_130	chr02B	2477039	2485096	0.0272	0.044	0.0277	0.042	2731556	2481070	0.908298	0.908298
6	Zo_SA_chr02A_140	chr02A	2736354	2741066	Zo_SB_chr02B_131	chr02B	2485494	2490170	0.0054	0.0098	0.006	0.007	2738710	2487832	0.908396	0.908396
6	Zo_SA_chr02A_142	chr02A	2745323	2746306	Zo_SB_chr02B_132	chr02B	2491455	2492933	0.0099	0.0145	0.0096	0.016	2745810	2492194	0.907634	0.907634
6	Zo_SA_chr02A_143	chr02A	2746974	2748954	Zo_SB_chr02B_133	chr02B	2493316	2495496	0.0156	0.0261	0.0159	0.0243	2747964	2494406	0.907729	0.907729
6	Zo_SA_chr02A_144	chr02A	2755259	2759762	Zo_SB_chr02B_134	chr02B	2500689	2506183	0.1633	0.196	0.1682	0.1825	2757510	2503436	0.907861	0.907861
6	Zo_SA_chr02A_145	chr02A	2814208	2814657	Zo_SB_chr02B_135	chr02B	2539507	2539956	0.006	0.0269	0.0055	0.0384	2814430	2539730	0.902396	0.902396
6	Zo_SA_chr02A_146	chr02A	2864271	2867381	Zo_SB_chr02B_137	chr02B	2576240	2579962	0.1881	0.3665	0.1904	0.373	2865826	2578101	0.899601	0.899601
6	Zo_SA_chr02A_147	chr02A	2955744	2958255	Zo_SB_chr02B_138	chr02B	2590985	2592675	0.0616	0.0858	0.0619	0.0848	2957000	2591830	0.876507	0.876507
6	Zo_SA_chr02A_148	chr02A	3039715	3041674	Zo_SB_chr02B_139	chr02B	2641292	2643249	0.0059	0.0159	0.0051	0.0298	3040690	2642270	0.868969	0.868969
6	Zo_SA_chr02A_149	chr02A	3136632	3140412	Zo_SB_chr02B_143	chr02B	2735160	2746622	0.0039	0.0244	0.0043	0.0197	3138522	2740891	0.873306	0.873306
6	Zo_SA_chr02A_150	chr02A	3140811	3141476	Zo_SB_chr02B_144	chr02B	2747033	2747698	0	0.0164	0	0.0239	3141140	2747370	0.874639	0.874639
6	Zo_SA_chr02A_151	chr02A	3146907	3147773	Zo_SB_chr02B_145	chr02B	2752964	2753827	0.0129	0.0129	0.0114	0.02	3147340	2753400	0.874833	0.874833
6	Zo_SA_chr02A_152	chr02A	3148420	3152962	Zo_SB_chr02B_146	chr02B	2754478	2759009	0.0123	0.0192	0.0126	0.0178	3150691	2756740	0.874965	0.874965
6	Zo_SA_chr02A_154	chr02A	3192096	3194666	Zo_SB_chr02B_147	chr02B	2773960	2776534	0.0336	0.0359	0.0346	0.0328	3193381	2775247	0.869062	0.869062
6	Zo_SA_chr02A_155	chr02A	3194937	3201586	Zo_SB_chr02B_148	chr02B	2776762	2783524	0.0115	0.0298	0.0119	0.027	3198260	2780143	0.869267	0.869267
6	Zo_SA_chr02A_156	chr02A	3217658	3218377	Zo_SB_chr02B_149	chr02B	2807058	2807768	0.0097	0.0161	0.0092	0.019	3218020	2807413	0.872405	0.872405
6	Zo_SA_chr02A_157	chr02A	3217966	3228925	Zo_SB_chr02B_150	chr02B	2807370	2818337	0.0061	0.0132	0.0062	0.0124	3223450	2812850	0.872623	0.872623
6	Zo_SA_chr02A_158	chr02A	3230054	3233570	Zo_SB_chr02B_151	chr02B	2819810	2823410	0.0078	0.012	0.0084	0.01	3231812	2821610	0.873074	0.873074
6	Zo_SA_chr02A_159	chr02A	3235132	3237300	Zo_SB_chr02B_152	chr02B	2824878	2827043	0.0052	0.0376	0.0055	0.03	3236216	2825960	0.87323	0.87323
6	Zo_SA_chr02A_160	chr02A	3240512	3255973	Zo_SB_chr02B_153	chr02B	2831769	2843193	0.0034	0.0118	0.0035	0.0108	3248240	2837481	0.873543	0.873543
6	Zo_SA_chr02A_161	chr02A	3294847	3298483	Zo_SB_chr02B_154	chr02B	2872818	2876655	0	0	0	0	3296665	2874740	0.872014	0.872014
6	Zo_SA_chr02A_162	chr02A	3300220	3301650	Zo_SB_chr02B_155	chr02B	2879216	2880958	0.0086	0.0245	0.0076	0.0396	3300935	2880087	0.872506	0.872506
6	Zo_SA_chr02A_163	chr02A	3314692	3342056	Zo_SB_chr02B_156	chr02B	2911542	2936835	0.016	0.0261	0.0157	0.028	3328374	2924190	0.878564	0.878564
6	Zo_SA_chr02A_164	chr02A	3451153	3453419	Zo_SB_chr02B_157	chr02B	2997136	3001633	0.0104	0.0334	0.0093	0.0532	3452286	2999380	0.868811	0.868811
6	Zo_SA_chr02A_165	chr02A	3468258	3471773	Zo_SB_chr02B_158	chr02B	3012977	3016224	0	0.0259	0	0.0225	3470020	3014600	0.868757	0.868757
6	Zo_SA_chr02A_166	chr02A	3473383	3474540	Zo_SB_chr02B_159	chr02B	3017499	3018713	0.0251	0.0344	0.0245	0.0373	3473960	3018106	0.868779	0.868779
6	Zo_SA_chr02A_169	chr02A	3561186	3562349	Zo_SB_chr02B_160	chr02B	3028390	3029268	0.0236	0.0176	0.0226	0.0201	3561770	3028829	0.850372	0.850372
6	Zo_SA_chr02A_170	chr02A	3617822	3618982	Zo_SB_chr02B_162	chr02B	3036872	3042931	0.0205	0.0226	0.0201	0.024	3618402	3039900	0.840123	0.840123
6	Zo_SA_chr02A_172	chr02A	3630082	3630846	Zo_SB_chr02B_166	chr02B	3099202	3112770	0.3544	0.5851	0.3502	0.6581	3630464	3105986	0.855534	0.855534
6	Zo_SA_chr02A_177	chr02A	3767388	3788772	Zo_SB_chr02B_175	chr02B	3167063	3180903	0.127	0.1593	0.1312	0.1445	3778080	3173983	0.840105	0.840105
6	Zo_SA_chr02A_185	chr02A	4007099	4011871	Zo_SB_chr02B_176	chr02B	3290153	3292844	0.1511	0.185	0.156	0.1696	4009485	3291500	0.820928	NA
6	Zo_SA_chr02A_186	chr02A	4070182	4074106	Zo_SB_chr02B_177	chr02B	3338136	3345545	0.0057	0.0315	0.0059	0.0294	4072144	3341840	0.820659	NA
6	Zo_SA_chr02A_187	chr02A	4073632	4077264	Zo_SB_chr02B_179	chr02B	3344307	3345473	0.0372	0.0362	0.0366	0.0383	4075448	3344890	0.820742	NA
6	Zo_SA_chr02A_188	chr02A	4171670	4172836	Zo_SB_chr02B_181	chr02B	3375696	3378065	0.0112	0.0148	0.0109	0.0163	4172253	3376880	0.809366	NA
6	Zo_SA_chr02A_194	chr02A	4330992	4332152	Zo_SB_chr02B_185	chr02B	3555659	3556819	0.0058	0.0175	0.006	0.0155	4331572	3556239	0.821004	NA
6	Zo_SA_chr02A_195	chr02A	4365616	4366776	Zo_SB_chr02B_186	chr02B	3615638	3616798	0.0157	0.0228	0.016	0.0217	4366196	3616218	0.828231	NA
6	Zo_SA_chr02A_196	chr02A	4381176	4382441	Zo_SB_chr02B_187	chr02B	3623849	3625102	0.0167	0.0245	0.0163	0.0262	4381810	3624480	0.827164	NA
6	Zo_SA_chr02A_197	chr02A	4398237	4399391	Zo_SB_chr02B_188	chr02B	3642633	3643787	0.0035	0.007	0.0035	0.0067	4398814	3643210	0.828226	NA
6	Zo_SA_chr02A_202	chr02A	4622738	4623898	Zo_SB_chr02B_191	chr02B	3784947	3803523	0.0257	0.0355	0.0257	0.0357	4623318	3794235	0.820674	NA
6	Zo_SA_chr02A_203	chr02A	4636131	4637291	Zo_SB_chr02B_192	chr02B	3809455	3812939	0.0115	0.0141	0.0117	0.0137	4636711	3811197	0.821961	NA
6	Zo_SA_chr02A_207	chr02A	4679258	4682936	Zo_SB_chr02B_193	chr02B	3821885	3825576	0.008	0.0215	0.0081	0.0207	4681097	3823730	0.816845	NA
6	Zo_SA_chr02A_208	chr02A	4684379	4687799	Zo_SB_chr02B_194	chr02B	3831197	3834977	0.0081	0.0142	0.0082	0.0141	4686089	3833087	0.817971	NA
6	Zo_SA_chr02A_209	chr02A	4688539	4691351	Zo_SB_chr02B_195	chr02B	3835864	3838580	0.0017	0.0198	0.0017	0.0202	4689945	3837222	0.818181	NA
6	Zo_SA_chr02A_210	chr02A	4723809	4730294	Zo_SB_chr02B_196	chr02B	3840975	3844665	0.0163	0.0661	0.0167	0.0616	4727050	3842820	0.812942	NA
